"id","title","content","post_date","post_modified","status","slug","link","image_value","user_id","member_id","rating","type","category_name"
"214","How Is the Annual Price of Your ESOP Shares Determined?","<p>
	You may be fortunate to be employed at one of the 6,500 companies in the U.S. that sponsor an employee stock ownership plan (ESOP). If not, perhaps you will be in the future, since ESOPs are increasingly attractive retirement plans that exhibit bipartisan support. Outside of ESOPs, very few employees have the unique long-term benefit of equity-like incentives with their employers, since those benefits are typically reserved for those in the C-suite.</p>
<p>
	Read more at the source <a href=""https://www.ksmcpa.com/insights/how-is-the-annual-price-of-your-esop-shares-determined/"">here</a>.</p>
","2021-12-21 20:04:14","2021-12-21 20:04:14","1","how-is-the-annual-price-of-your-esop-shares-determined-",,,"472","16483","0","0","Articles"
"213","Contractors: Have You Considered ESOP as a Succession Plan?","<p>
	After working hard to build a successful business, you want to see it live on after you hand over the reins to the company. Who knows your business better than you and your employees? This is why so many closely held businesses in construction and contracting choose an employee stock option ownership plan (ESOP) as a business succession strategy. It establishes an employee-owned company, and offers a flexible, tax-favorable way to exit the business, provide retirement benefits, and retain and motivate employees.</p>
<p>
	Read more at the source <a href=""https://www.ksmcpa.com/insights/contractors-have-you-considered-esop-as-a-succesion-plan/"">here</a>.</p>
","2021-12-21 20:03:08","2021-12-21 20:03:08","1","contractors-have-you-considered-esop-as-a-succession-plan-",,,"472","16485","0","0","Articles"
"212","Contractors: Have You Considered ESOP as a Succession Plan?","<p>
	After working hard to build a successful business, you want to see it live on after you hand over the reins to the company. Who knows your business better than you and your employees? This is why so many closely held businesses in construction and contracting choose an employee stock option ownership plan (ESOP) as a business succession strategy. It establishes an employee-owned company, and offers a flexible, tax-favorable way to exit the business, provide retirement benefits, and retain and motivate employees.</p>
<p>
	Read more at the source <a href=""https://www.ksmcpa.com/insights/contractors-have-you-considered-esop-as-a-succesion-plan/"">here</a>.</p>
","2021-12-21 20:02:11","2021-12-21 20:02:11","1","contractors-have-you-considered-esop-as-a-succession-plan-",,,"472","16483","0","0","Articles"
"205","Empowering Government Contractors through Employee Ownership: Revisiting ESOP Benefits","<p>
	Employee Stock Ownership Plans (ESOPs) are the most common and successful employee ownership model in the U.S. and have become a popular alternative to traditional M&amp;A transactions for business owners looking to exit &ndash; either partially or completely &ndash; in a tax-advantaged structure that transitions ownership to employees over time. Among businesses that are classified as government contractors, providing some level of employee ownership has been accepted by both large and small players in the space. In fact, the U.S. Government Accountability Office <a href=""https://www.gao.gov/products/gao-20-514r"" target=""_blank"">found </a>that between 2014 and 2017, the Department of Defense issued almost half of its obligations (on contracts with annual obligations greater than $150,000) to companies that had ESOPs in place.</p>
<p>
	Read the rest at the source <a href=""https://www.bdo.com/insights/tax/global-employer-services/empowering-government-contractors-through-employee"">here</a>.</p>
","2021-12-15 21:36:17","2021-12-15 21:36:17","1","empowering-government-contractors-through-employee-ownership-revisiting-esop-benefits",,,"323","16432","0","0","Articles"
"204","Incentivizing the Next Generation of Leadership with an ESOP","<p>
	In addition to its well-known structural benefits, an ESOP can be an extremely attractive incentive plan for business owners who have a pool of strong managers willing to lead the company moving forward. Often, a sale to an ESOP can be more rewarding to the next generation of leadership than a sale to an outside party. Through an ESOP, the next generation of leaders can drive growth of the business while reaping the economic benefits of that growth through a management incentive plan (&quot;MIP&quot;), warrants, and ESOP share allocations.</p>
<p>
	Read the rest at the source <a href=""https://www.bdo.com/insights/tax/global-employer-services/incentivizing-the-next-generation-of-leadership-wi"">here</a>.</p>
","2021-12-15 21:35:33","2021-12-15 21:35:33","1","incentivizing-the-next-generation-of-leadership-with-an-esop",,,"323","16432","0","0","Articles"
"203","Unlocking Liquidity: Selling Your Business to an ESOP","<p>
	An employee stock ownership plan &ndash; better known as an ESOP - can be an attractive and tax efficient alternative for owners of private companies that are seeking liquidity but do not want to sell to a third-party buyer. An ESOP is a qualified retirement plan that provides the business&rsquo; current and future employees beneficial ownership in the company over time. In addition to providing retirement benefits for employees, selling a company to an ESOP can be used as an exit or liquidity vehicle for the selling owner as well as provide tax benefits for both the owner and the company.</p>
<p>
	Read the rest at the source <a href=""https://www.bdo.com/insights/tax/federal-tax/unlocking-liquidity-selling-your-business-to-an-es"">here</a>.</p>
","2021-12-15 21:34:45","2021-12-15 21:34:45","1","unlocking-liquidity-selling-your-business-to-an-esop",,,"323","16432","0","0","Articles"
"202","Why ESOPs Are Becoming More Popular Among Architecture and Engineering Firms","<p>
	Every year, the National Center for Employee Ownership (NCEO) publishes a list of the nation&rsquo;s 100 largest employee-owned companies. In 2020, architecture and engineering (A&amp;E) firms accounted for 17 of these companies making the industry one of the most prominent on the list. Over 80% of those A&amp;E firms utilize an Employee Stock Ownership Plan (ESOP) to achieve broad employee ownership, as opposed to other employee ownership options, such as worker cooperatives. An ESOP is a unique ownership transition tool that allocates a firm&rsquo;s stock to employees over time, capturing value attributable to future growth, motivating employees and empowering them to think like owners.</p>
<p>
	Read the rest at the source <a href=""https://www.bdo.com/insights/tax/global-employer-services/why-esops-are-becoming-more-popular-among"">here</a>.</p>
","2021-12-15 21:33:49","2021-12-15 21:33:49","1","why-esops-are-becoming-more-popular-among-architecture-and-engineering-firms",,,"323","16432","0","0","Articles"
"201","Employee Stock Ownership Plans Gain Traction in the Construction Industry","<p>
	The National Center for Employee Ownership (NCEO) publishes an annual&nbsp;list of the nation&rsquo;s 100 largest employee-owned companies.&nbsp;Construction and contractors&nbsp;accounted&nbsp;for&nbsp;13&nbsp;of the firms&nbsp;on the&nbsp;2020 list,&nbsp;with&nbsp;over&nbsp;85% of those firms&nbsp;using&nbsp;an employee stock ownership plan (ESOP) rather than other employee ownership options, such as profit sharing, to achieve broad employee ownership.&nbsp; </p>
<p>
	Read more at the source <a href=""https://www.bdo.com/insights/tax/global-employer-services/employee-stock-ownership-plans-gain-traction"">here</a>. </p>
","2021-12-15 21:32:36","2021-12-15 21:32:36","1","employee-stock-ownership-plans-gain-traction-in-the-construction-industry",,,"323","16432","0","0","Articles"
"200","The Fallacy of the December 31 Closing for ESOP Transactions","<p>
	<em>While many businesses and their owners wish to close an Employee Stock Ownership Plan (ESOP) transaction by or on December 31, the importance of doing so can be overstated.</em><br />
	&nbsp;<br />
	Many businesses and business owners contemplating a sale, merger or other liquidity event, oftentimes view closing a transaction before the end of the calendar year as important for a variety of tax and non-tax reasons, and ESOP transactions are no exception. As more and more companies discover the advantages of employee ownership, the number of new ESOP transactions closing on or just before December 31 continues to grow.</p>
<p>
	Read more at the source <a href=""https://www.bdo.com/insights/tax/global-employer-services/the-fallacy-of-the-december-31-closing-for-esop"">here</a>.</p>
","2021-12-15 21:31:41","2021-12-15 21:31:41","1","the-fallacy-of-the-december-31-closing-for-esop-transactions",,,"323","16432","0","0","Articles"
"199","Frequently Asked Questions Related to Employee Stock Ownership Plans (ESOPs)","<p>
	Employee ownership can be an attractive option for owners looking to sell their business while maintaining their legacy and protecting the wellbeing of employees. The following article answers common questions related to the creation, financing, valuation and tax benefits of employee stock ownership plans (ESOPs).</p>
<p>
	Read more at the source <a href=""https://www.bdo.com/insights/tax/global-employer-services/frequently-asked-questions-related-to-esops"">here</a>.</p>
","2021-12-15 21:30:27","2021-12-15 21:30:27","1","frequently-asked-questions-related-to-employee-stock-ownership-plans-esops-",,,"323","16432","0","0","Articles"
